# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#           t                bm_masse_c       bm_masse_actuelle   latency_alumina_mass  dissolving_alumina_mass  bath_thermal_energy_shift    mean_temperature   variance_temperature  variance_concentration_pct  variance_concentration  average_concentration_pct  average_concentration 
# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    1.276000000000e+03   2.324231424271e+02   2.327461778191e+02    0.000000000000e+00     3.230353919365e-01        2.023850822406e+06      1.223089879756e+03    1.684763158923e+01       1.376530533184e-01        6.769431114151e+01       2.996977374294e+00       6.474819388034e+01  
    1.277000000000e+03   2.324063575278e+02   2.326928969983e+02    0.000000000000e+00     2.865394704912e-01        2.088718909200e+06      1.223092760565e+03    1.676562947606e+01       1.373899387105e-01        6.754571497348e+01       2.996774652347e+00       6.474351796078e+01  
    1.278000000000e+03   2.323854810336e+02   2.326396161774e+02    0.000000000000e+00     2.541351437635e-01        2.155755539624e+06      1.223095737680e+03    1.668088918735e+01       1.370159282437e-01        6.734296512689e+01       2.996519404983e+00       6.473770220907e+01  
    1.279000000000e+03   2.323609879979e+02   2.325863353566e+02    0.000000000000e+00     2.253473587088e-01        2.224708939237e+06      1.223098799919e+03    1.659380747789e+01       1.365454277749e-01        6.709332954528e+01       2.996217708152e+00       6.473087896499e+01  
    1.280000000000e+03   2.323332907873e+02   2.331850100732e+02    6.519555374668e-01     1.997637484409e-01        1.630365901942e+06      1.223072404986e+03    1.738267623167e+01       1.359909980057e-01        6.680309690033e+01       2.995874838870e+00       6.472316310528e+01  
    1.281000000000e+03   2.323942436228e+02   2.331317292523e+02    0.000000000000e+00     7.374856295172e-01        1.654032987640e+06      1.223073456047e+03    1.735663315650e+01       1.369470554256e-01        6.737856427003e+01       2.996523347076e+00       6.474014328191e+01  
    1.282000000000e+03   2.324360401368e+02   2.330784484315e+02    0.000000000000e+00     6.424082946635e-01        1.687852925116e+06      1.223074958000e+03    1.731621568051e+01       1.378690490915e-01        6.783207553153e+01       2.997070372280e+00       6.475178691071e+01  
    1.283000000000e+03   2.324633739216e+02   2.330251676107e+02    0.000000000000e+00     5.617936890267e-01        1.729338109689e+06      1.223076800368e+03    1.726496752432e+01       1.385400095333e-01        6.815631326847e+01       2.997432564522e+00       6.475940152765e+01  
    1.284000000000e+03   2.324792854399e+02   2.329718867898e+02    0.000000000000e+00     4.926013498977e-01        1.776877095417e+06      1.223078911587e+03    1.720521168740e+01       1.389758349892e-01        6.836003731173e+01       2.997648682887e+00       6.476383414163e+01  
    1.285000000000e+03   2.324859077560e+02   2.329186059690e+02    0.000000000000e+00     4.326982129892e-01        1.829339358018e+06      1.223081241450e+03    1.713860691170e+01       1.392009420228e-01        6.845662615111e+01       2.997745926310e+00       6.476567897945e+01  
    1.286000000000e+03   2.324848107004e+02   2.328653251481e+02    0.000000000000e+00     3.805144477310e-01        1.885892887778e+06      1.223083753008e+03    1.706639398978e+01       1.392409163320e-01        6.845987294474e+01       2.997744316411e+00       6.476537336287e+01  
    1.287000000000e+03   2.324771930840e+02   2.328120443273e+02    0.000000000000e+00     3.348512432880e-01        1.945902314087e+06      1.223086418042e+03    1.698953343153e+01       1.391197646729e-01        6.838252415043e+01       2.997659151235e+00       6.476325125533e+01  
    1.288000000000e+03   2.324639983926e+02   2.330847412752e+02    3.259777687334e-01     2.947651138267e-01        1.676370265200e+06      1.223074448052e+03    1.725080902109e+01       1.388590436807e-01        6.823587564139e+01       2.997502476170e+00       6.475957549212e+01  
    1.289000000000e+03   2.324944508096e+02   2.330314604543e+02    0.000000000000e+00     5.370096447614e-01        1.716202575579e+06      1.223076217015e+03    1.719434049981e+01       1.390428458748e-01        6.834622627966e+01       2.997838392280e+00       6.476805889432e+01  
    1.290000000000e+03   2.325116450186e+02   2.329781796335e+02    0.000000000000e+00     4.665346148391e-01        1.763061735650e+06      1.223078298043e+03    1.712954385536e+01       1.391331946079e-01        6.837922406441e+01       2.998071683779e+00       6.477284883894e+01  
    1.291000000000e+03   2.325185390708e+02   2.329248988127e+02    0.000000000000e+00     4.063597418154e-01        1.815379977560e+06      1.223080621510e+03    1.705827128001e+01       1.390629634654e-01        6.833092629560e+01       2.998173056036e+00       6.477476937673e+01  
    1.292000000000e+03   2.325171118523e+02   2.328716179918e+02    0.000000000000e+00     3.545061395481e-01        1.872108493636e+06      1.223083140839e+03    1.698181095426e+01       1.388433494451e-01        6.820739478579e+01       2.998167777177e+00       6.477437178368e+01  
    1.293000000000e+03   2.325087922882e+02   2.328183371710e+02    0.000000000000e+00     3.095448828227e-01        1.932489952222e+06      1.223085822396e+03    1.690112674649e+01       1.384907976701e-01        6.801745460678e+01       2.998074099751e+00       6.477205412829e+01  
    1.294000000000e+03   2.324946619000e+02   2.327650563501e+02    0.000000000000e+00     2.703944501056e-01        1.995951149096e+06      1.223088640724e+03    1.681696941815e+01       1.380224254488e-01        6.777013608445e+01       2.997905845644e+00       6.476811769967e+01  
    1.295000000000e+03   2.324755689970e+02   2.327117755293e+02    0.000000000000e+00     2.362065322962e-01        2.062042478667e+06      1.223091575858e+03    1.672994113082e+01       1.374543038606e-01        6.747379077483e+01       2.997673859920e+00       6.476279881888e+01  
    1.296000000000e+03   2.324521979787e+02   2.328758132209e+02    2.173185124889e-01     2.062967297403e-01        1.908736325563e+06      1.223084767491e+03    1.697065407330e+01       1.368009090536e-01        6.713584401854e+01       2.997386899531e+00       6.475628814526e+01  
    1.297000000000e+03   2.324541217283e+02   2.328225324001e+02    0.000000000000e+00     3.684106718330e-01        1.963688827456e+06      1.223087207946e+03    1.690138966865e+01       1.366662935979e-01        6.710952973954e+01       2.997373578019e+00       6.475682406138e+01  
    1.298000000000e+03   2.324480442785e+02   2.327692515792e+02    0.000000000000e+00     3.212073007188e-01        2.022881966654e+06      1.223089836729e+03    1.682632922260e+01       1.364623201126e-01        6.700186325756e+01       2.997308037701e+00       6.475513101184e+01  
    1.299000000000e+03   2.324354892900e+02   2.327159707584e+02    0.000000000000e+00     2.804814684395e-01        2.085508200071e+06      1.223092617977e+03    1.674673601519e+01       1.361214961139e-01        6.682371178473e+01       2.997159492006e+00       6.475163345637e+01  
    1.300000000000e+03   2.324175539466e+02   2.326626899376e+02    0.000000000000e+00     2.451359909577e-01        2.150986021914e+06      1.223095525864e+03    1.666351455820e+01       1.356639263511e-01        6.658597305868e+01       2.996941943501e+00       6.474663704733e+01  
    1.301000000000e+03   2.323950745837e+02   2.326094091167e+02    0.000000000000e+00     2.143345330344e-01        2.218872174103e+06      1.223098540707e+03    1.657735454027e+01       1.351077384148e-01        6.629842111581e+01       2.996666071076e+00       6.474037477012e+01  
    1.302000000000e+03   2.323687108517e+02   2.325561282959e+02    0.000000000000e+00     1.874174442349e-01        2.288817042461e+06      1.223101646977e+03    1.648880098353e+01       1.344686992634e-01        6.596945850226e+01       2.996340304257e+00       6.473303038946e+01  
    1.303000000000e+03   2.323389967684e+02   2.325028474751e+02    0.000000000000e+00     1.638507066961e-01        2.360537596896e+06      1.223104832106e+03    1.639829612652e+01       1.337603242490e-01        6.560619819525e+01       2.995971472937e+00       6.472475267147e+01  
    1.304000000000e+03   2.323063736808e+02   2.324495666542e+02    0.000000000000e+00     1.431929734124e-01        2.433799924120e+06      1.223108085705e+03    1.630620633992e+01       1.329941390928e-01        6.521463567476e+01       2.995565224580e+00       6.471566456615e+01  
    1.305000000000e+03   2.322712124217e+02   2.323962858334e+02    0.000000000000e+00     1.250734117023e-01        2.508407479999e+06      1.223111399047e+03    1.621284020641e+01       1.321799721950e-01        6.479982744306e+01       2.995126308085e+00       6.470586937966e+01  
    1.306000000000e+03   2.322338286984e+02   2.323430050125e+02    0.000000000000e+00     1.091763141628e-01        2.584192943495e+06      1.223114764700e+03    1.611846108503e+01       1.313262173677e-01        6.436604873272e+01       2.994658769024e+00       6.469545506145e+01  
    1.307000000000e+03   2.321944940932e+02   2.322897241917e+02    0.000000000000e+00     9.523009845937e-02        2.661012376186e+06      1.223118176271e+03    1.602329609871e+01       1.304400604668e-01        6.391692583127e+01       2.994166089406e+00       6.468449726863e+01  
    1.308000000000e+03   2.321534441347e+02   2.322364433708e+02    0.000000000000e+00     8.299923608721e-02        2.738740943915e+06      1.223121628218e+03    1.592754273083e+01       1.295276681954e-01        6.345554437637e+01       2.993651290297e+00       6.467306161450e+01  
    1.309000000000e+03   2.321108843657e+02   2.321831625500e+02    0.000000000000e+00     7.227818429545e-02        2.817269710360e+06      1.223125115701e+03    1.583137378312e+01       1.285943456847e-01        6.298453764937e+01       2.993117009624e+00       6.466120535893e+01  
    1.310000000000e+03   2.320669950109e+02   2.321298817292e+02    0.000000000000e+00     6.288671822417e-02        2.896503158407e+06      1.223128634480e+03    1.573494118589e+01       1.276446657349e-01        6.250615823343e+01       2.992565561683e+00       6.464897870877e+01  
    1.311000000000e+03   2.320219346470e+02   2.320766009083e+02    0.000000000000e+00     5.466626128254e-02        2.976357240890e+06      1.223132180821e+03    1.563837898859e+01       1.266825744513e-01        6.202233650578e+01       2.991998983479e+00       6.463642584012e+01  
    1.312000000000e+03   2.319758431468e+02   2.330012533937e+02    9.779333062002e-01     4.747694066122e-02        2.059265855799e+06      1.223091452547e+03    1.676507031010e+01       1.257114797383e-01        6.153472862660e+01       2.991419072292e+00       6.462358571860e+01  
    1.313000000000e+03   2.320687840964e+02   2.329479725729e+02    0.000000000000e+00     8.791884764855e-01        2.065979242682e+06      1.223091750691e+03    1.676106266686e+01       1.268995838618e-01        6.227120593166e+01       2.992409471032e+00       6.464947711030e+01  
    1.314000000000e+03   2.321352338836e+02   2.328946917520e+02    0.000000000000e+00     7.594578683589e-01        2.086732945697e+06      1.223092672368e+03    1.673867012333e+01       1.281221431950e-01        6.288654605814e+01       2.993271808354e+00       6.466798862196e+01  
    1.315000000000e+03   2.321821346806e+02   2.328414109312e+02    0.000000000000e+00     6.592762505575e-01        2.117847613006e+06      1.223094054179e+03    1.670270566536e+01       1.290731897786e-01        6.335961444364e+01       2.993884328457e+00       6.468105419651e+01  
    1.316000000000e+03   2.322138971543e+02   2.327881301103e+02    0.000000000000e+00     5.742329560056e-01        2.156985590970e+06      1.223095792307e+03    1.665627238457e+01       1.297622658661e-01        6.369641493647e+01       2.994303270005e+00       6.468990255293e+01  
    1.317000000000e+03   2.322335559238e+02   2.327348492895e+02    0.000000000000e+00     5.012933656675e-01        2.202538532548e+06      1.223097815325e+03    1.660154643745e+01       1.302145646073e-01        6.391133352868e+01       2.994567333468e+00       6.469537907220e+01  
    1.318000000000e+03   2.322433018742e+02   2.326815684687e+02    0.000000000000e+00     4.382665944319e-01        2.253345268312e+06      1.223100071666e+03    1.654012420734e+01       1.304588383372e-01        6.402027385534e+01       2.994704464859e+00       6.469809408879e+01  
    1.319000000000e+03   2.322447776354e+02   2.326282876478e+02    0.000000000000e+00     3.835100124362e-01        2.308535205276e+06      1.223102522666e+03    1.647321647238e+01       1.305227527784e-01        6.403820635511e+01       2.994735625130e+00       6.469850520477e+01  
    1.320000000000e+03   2.322392541066e+02   2.325750068270e+02    0.000000000000e+00     3.357527203608e-01        2.367434765580e+06      1.223105138411e+03    1.640176711581e+01       1.304312899626e-01        6.397841954933e+01       2.994677041495e+00       6.469696646595e+01  
    1.321000000000e+03   2.322277410163e+02   2.325217260061e+02    0.000000000000e+00     2.939849897896e-01        2.429508795138e+06      1.223107895135e+03    1.632652939954e+01       1.302063968514e-01        6.385242378847e+01       2.994541612682e+00       6.469375916141e+01  
    1.322000000000e+03   2.322110587499e+02   2.324684451852e+02    0.000000000000e+00     2.573864353958e-01        2.494322486274e+06      1.223110773529e+03    1.624811672271e+01       1.298671222459e-01        6.367008916933e+01       2.994339824736e+00       6.468911183321e+01  
    1.323000000000e+03   2.321898864634e+02   2.324151643644e+02    0.000000000000e+00     2.252779009864e-01        2.561515889002e+06      1.223113757606e+03    1.616703736024e+01       1.294299254067e-01        6.343985316152e+01       2.994080364514e+00       6.468321367999e+01  
    1.324000000000e+03   2.321647951870e+02   2.323618835436e+02    0.000000000000e+00     1.970883565793e-01        2.630786354116e+06      1.223116833925e+03    1.608371881001e+01       1.289090211086e-01        6.316893268865e+01       2.993770540611e+00       6.467622377867e+01  
    1.325000000000e+03   2.321362711602e+02   2.323086027228e+02    0.000000000000e+00     1.723315625678e-01        2.701876178269e+06      1.223119991044e+03    1.599852521968e+01       1.283167018288e-01        6.286351517894e+01       2.993416579599e+00       6.466827758536e+01  
    1.326000000000e+03   2.321047326631e+02   2.322553219019e+02    0.000000000000e+00     1.505892387905e-01        2.774563670834e+06      1.223123219115e+03    1.591177010103e+01       1.276636247490e-01        6.252892247021e+01       2.993023841397e+00       6.465949162411e+01  
    1.327000000000e+03   2.320705424268e+02   2.322020410811e+02    0.000000000000e+00     1.314986542721e-01        2.848656587073e+06      1.223126509601e+03    1.582372577366e+01       1.269590531919e-01        6.216974779652e+01       2.992596976628e+00       6.464996694414e+01  
    1.328000000000e+03   2.320340169843e+02   2.332353528227e+02    1.086592562445e+00     1.147432759456e-01        1.815662746327e+06      1.223080634068e+03    1.722055046189e+01       1.262110590600e-01        6.178996867023e+01       2.992140044898e+00       6.463979172489e+01  
    1.329000000000e+03   2.321485336630e+02   2.331820720018e+02    0.000000000000e+00     1.033538338818e+00        1.810940998074e+06      1.223080424374e+03    1.725291885937e+01       1.282475672879e-01        6.300865937933e+01       2.993371926089e+00       6.467169366047e+01  
    1.330000000000e+03   2.322295298510e+02   2.331287911810e+02    0.000000000000e+00     8.992613299500e-01        1.823985107341e+06      1.223081003666e+03    1.725541793359e+01       1.304121048933e-01        6.412110688044e+01       2.994415214037e+00       6.469425749310e+01  
    1.331000000000e+03   2.322873767724e+02   2.330755103602e+02    0.000000000000e+00     7.881335877643e-01        1.849298331381e+06      1.223082127834e+03    1.723758687885e+01       1.322396581588e-01        6.505206820529e+01       2.995164131860e+00       6.471037242744e+01  
    1.332000000000e+03   2.323280098893e+02   2.330222295393e+02    0.000000000000e+00     6.942196500022e-01        1.883734869382e+06      1.223083657169e+03    1.720481941878e+01       1.337163920587e-01        6.579607785535e+01       2.995693945887e+00       6.472169195829e+01  
    1.333000000000e+03   2.323552593957e+02   2.329689487185e+02    0.000000000000e+00     6.136893227580e-01        1.925264720335e+06      1.223085501521e+03    1.716061209514e+01       1.348679084802e-01        6.636886843009e+01       2.996053247902e+00       6.472928309705e+01  
    1.334000000000e+03   2.323717646477e+02   2.329156678976e+02    0.000000000000e+00     5.439032499199e-01        1.972489027988e+06      1.223087598765e+03    1.710738486861e+01       1.357305228583e-01        6.679128331262e+01       2.996275530819e+00       6.473388111274e+01  
    1.335000000000e+03   2.323794333226e+02   2.328623870768e+02    0.000000000000e+00     4.829537541562e-01        2.024396720235e+06      1.223089904000e+03    1.704688853552e+01       1.363408785506e-01        6.708375518047e+01       2.996385016480e+00       6.473601744411e+01  
    1.336000000000e+03   2.323796974664e+02   2.331350840247e+02    3.259777687334e-01     4.294087895179e-01        1.747731488382e+06      1.223077617223e+03    1.732376983730e+01       1.367324088231e-01        6.726457429666e+01       2.996399895556e+00       6.473609102901e+01  
    1.337000000000e+03   2.324221069489e+02   2.330818032038e+02    0.000000000000e+00     6.596962548966e-01        1.781226553838e+06      1.223079104748e+03    1.727997991862e+01       1.375025298438e-01        6.766761246511e+01       2.996888316679e+00       6.474790541791e+01  
    1.338000000000e+03   2.324500401616e+02   2.330285223830e+02    0.000000000000e+00     5.784822213704e-01        1.822394040067e+06      1.223080933007e+03    1.722644527134e+01       1.381184845052e-01        6.796139986708e+01       2.997258731652e+00       6.475568702284e+01  
    1.339000000000e+03   2.324666428539e+02   2.329752415622e+02    0.000000000000e+00     5.085987082043e-01        1.869566702155e+06      1.223083027957e+03    1.716523220703e+01       1.385202350935e-01        6.814620613739e+01       2.997484167518e+00       6.476031218336e+01  
    1.340000000000e+03   2.324740380888e+02   2.329219607413e+02    0.000000000000e+00     4.479226525176e-01        1.921619318419e+06      1.223085339628e+03    1.709779083953e+01       1.387251525837e-01        6.823150118141e+01       2.997591707838e+00       6.476237234009e+01  
    1.341000000000e+03   2.324737676129e+02   2.328686799205e+02    0.000000000000e+00     3.949123075455e-01        1.977734760094e+06      1.223087831730e+03    1.702521017588e+01       1.387547779076e-01        6.822889047706e+01       2.997601028361e+00       6.476229699121e+01  
    1.342000000000e+03   2.324670028631e+02   2.328153990996e+02    0.000000000000e+00     3.483962365334e-01        2.037292166084e+06      1.223090476690e+03    1.694833978054e+01       1.386304770278e-01        6.814969641939e+01       2.997527084974e+00       6.476041247434e+01  
    1.343000000000e+03   2.324546650992e+02   2.327621182788e+02    0.000000000000e+00     3.074531796162e-01        2.099803271529e+06      1.223093252825e+03    1.686786156821e+01       1.383719089863e-01        6.800418264039e+01       2.997381643771e+00       6.475697543307e+01  
    1.344000000000e+03   2.324374989474e+02   2.333607929954e+02    6.519555374668e-01     2.713385105633e-01        1.499878773569e+06      1.223066610018e+03    1.766228882806e+01       1.379966239348e-01        6.780139206913e+01       2.997174222950e+00       6.475219330461e+01  
    1.345000000000e+03   2.325075994754e+02   2.333075121746e+02    0.000000000000e+00     7.999126991419e-01        1.518697583584e+06      1.223067445766e+03    1.764089017213e+01       1.391011906787e-01        6.844880949092e+01       2.997940417465e+00       6.477172183578e+01  
    1.346000000000e+03   2.325573792023e+02   2.332542313538e+02    0.000000000000e+00     6.968521514715e-01        1.548286417547e+06      1.223068759814e+03    1.760436377810e+01       1.401472568814e-01        6.896213477728e+01       2.998590219482e+00       6.478558941958e+01  
    1.347000000000e+03   2.325916927151e+02   2.332009505329e+02    0.000000000000e+00     6.092578178272e-01        1.586072347653e+06      1.223070437897e+03    1.755635837615e+01       1.409213330416e-01        6.933580572089e+01       2.999042310576e+00       6.479514844179e+01  
    1.348000000000e+03   2.326137131356e+02   2.331476697121e+02    0.000000000000e+00     5.339565764703e-01        1.630373615546e+06      1.223072405328e+03    1.749928257064e+01       1.414422095767e-01        6.958006984337e+01       2.999337147083e+00       6.480128286731e+01  
    1.349000000000e+03   2.326256847543e+02   2.330943888912e+02    0.000000000000e+00     4.687041369692e-01        1.680000749082e+06      1.223074609283e+03    1.743486603478e+01       1.417367799361e-01        6.970956608198e+01       2.999503351757e+00       6.480461790821e+01  
    1.350000000000e+03   2.326292719958e+02   2.330411080704e+02    0.000000000000e+00     4.118360745518e-01        1.734071601734e+06      1.223077010584e+03    1.736440914659e+01       1.418327561591e-01        6.973915898170e+01       2.999562158169e+00       6.480561723818e+01  
    1.351000000000e+03   2.326257550462e+02   2.329878272495e+02    0.000000000000e+00     3.620722032901e-01        1.791907675369e+06      1.223079579099e+03    1.728892306395e+01       1.417559773883e-01        6.968251000802e+01       2.999529907856e+00       6.480463749008e+01  
    1.352000000000e+03   2.326161480243e+02   2.329345464287e+02    0.000000000000e+00     3.183984044072e-01        1.852971487003e+06      1.223082290959e+03    1.720921577308e+01       1.415295834457e-01        6.955169975494e+01       2.999419552036e+00       6.480196117603e+01  
    1.353000000000e+03   2.326012739105e+02   2.328812656079e+02    0.000000000000e+00     2.799916973168e-01        1.916826856242e+06      1.223085126793e+03    1.712594771529e+01       1.411739401677e-01        6.935724346102e+01       2.999241606906e+00       6.479781756112e+01  
    1.354000000000e+03   2.325818139028e+02   2.328279847870e+02    0.000000000000e+00     2.461708841916e-01        1.983112749028e+06      1.223088070568e+03    1.703966907620e+01       1.407068432168e-01        6.910824063905e+01       2.999004781968e+00       6.479239641268e+01  
    1.355000000000e+03   2.325583409909e+02   2.327747039662e+02    0.000000000000e+00     2.163629752968e-01        2.051525481856e+06      1.223091108795e+03    1.695084552010e+01       1.401438077511e-01        6.881255742979e+01       2.998716407337e+00       6.478585735363e+01  
    1.356000000000e+03   2.325313434551e+02   2.327214231453e+02    0.000000000000e+00     1.900796902215e-01        2.121806265023e+06      1.223094229984e+03    1.685987639708e+01       1.394983676292e-01        6.847700292601e+01       2.998382732877e+00       6.477833640859e+01  
    1.357000000000e+03   2.325012417453e+02   2.326681423245e+02    0.000000000000e+00     1.669005792214e-01        2.193732261027e+06      1.223097424236e+03    1.676710791255e+01       1.387823455222e-01        6.810748504606e+01       2.998009142698e+00       6.476995070602e+01  
    1.358000000000e+03   2.324684009011e+02   2.326148615036e+02    0.000000000000e+00     1.464606025729e-01        2.267109998093e+06      1.223100682961e+03    1.667284284868e+01       1.380060916646e-01        6.770914381208e+01       2.997600313989e+00       6.476080193828e+01  
    1.359000000000e+03   2.324331399048e+02   2.325615806828e+02    0.000000000000e+00     1.284407780273e-01        2.341770415821e+06      1.223103998650e+03    1.657734787931e+01       1.371786837391e-01        6.728646293362e+01       2.997160335395e+00       6.475097896712e+01  
    1.360000000000e+03   2.323957388800e+02   2.330515961432e+02    5.432962812223e-01     1.125609819476e-01        1.863402842865e+06      1.223082754219e+03    1.715522414547e+01       1.363080981622e-01        6.684336302792e+01       2.996692798824e+00       6.474055982909e+01  
    1.361000000000e+03   2.324338498905e+02   2.329983153223e+02    0.000000000000e+00     5.644654318402e-01        1.899176097544e+06      1.223084342918e+03    1.710770777342e+01       1.365640580990e-01        6.705009807746e+01       2.997075649179e+00       6.475117675419e+01  
    1.362000000000e+03   2.324564760942e+02   2.329450345015e+02    0.000000000000e+00     4.885584072718e-01        1.943156299867e+06      1.223086296091e+03    1.704981085545e+01       1.367924259173e-01        6.716397173867e+01       2.997377908531e+00       6.475747993816e+01  
    1.363000000000e+03   2.324673563133e+02   2.328917536806e+02    0.000000000000e+00     4.243973673647e-01        1.993361873313e+06      1.223088525734e+03    1.698408189251e+01       1.368389587001e-01        6.718251657849e+01       2.997529871773e+00       6.476051093811e+01  
    1.364000000000e+03   2.324689401821e+02   2.328384728598e+02    0.000000000000e+00     3.695326776195e-01        2.048494511713e+06      1.223090974189e+03    1.691223091805e+01       1.367188033090e-01        6.711452020779e+01       2.997562791368e+00       6.476095217063e+01  
    1.365000000000e+03   2.324629576555e+02   2.327851920389e+02    0.000000000000e+00     3.222343833758e-01        2.107637341626e+06      1.223093600738e+03    1.683549596295e+01       1.364524002237e-01        6.697148939961e+01       2.997498743786e+00       6.475928556468e+01  
    1.366000000000e+03   2.324506877578e+02   2.327319112181e+02    0.000000000000e+00     2.812234602735e-01        2.170112476920e+06      1.223096375275e+03    1.675481166028e+01       1.360602716766e-01        6.676469763869e+01       2.997354058622e+00       6.475586742951e+01  
    1.367000000000e+03   2.324331106512e+02   2.326786303972e+02    0.000000000000e+00     2.455197460528e-01        2.235400432872e+06      1.223099274731e+03    1.667090606283e+01       1.355611775118e-01        6.650424880152e+01       2.997141255175e+00       6.475097081768e+01  
    1.368000000000e+03   2.324109999882e+02   2.326253495764e+02    0.000000000000e+00     2.143495881992e-01        2.303091173620e+06      1.223102280895e+03    1.658436094194e+01       1.349716250782e-01        6.619888840675e+01       2.996870222752e+00       6.474481125251e+01  
    1.369000000000e+03   2.323849816042e+02   2.325720687556e+02    0.000000000000e+00     1.870871513929e-01        2.372853005644e+06      1.223105379037e+03    1.649565111904e+01       1.343058986416e-01        6.585607881490e+01       2.996548965744e+00       6.473756307853e+01  
    1.370000000000e+03   2.323555721648e+02   2.325187879347e+02    0.000000000000e+00     1.632157699267e-01        2.444412100848e+06      1.223108556995e+03    1.640517100779e+01       1.335762745873e-01        6.548215512621e+01       2.996184096641e+00       6.472937022793e+01  
    1.371000000000e+03   2.323232053874e+02   2.324655071139e+02    0.000000000000e+00     1.423017264679e-01        2.517538581311e+06      1.223111804562e+03    1.631325303673e+01       1.327932838395e-01        6.508249208870e+01       2.995781170182e+00       6.472035352522e+01  
    1.372000000000e+03   2.322882503093e+02   2.324122262930e+02    0.000000000000e+00     1.239759837293e-01        2.592036862197e+06      1.223115113050e+03    1.622018075726e+01       1.319659642507e-01        6.466165654641e+01       2.995344915666e+00       6.471061577643e+01  
    1.373000000000e+03   2.322510243307e+02   2.323589454722e+02    0.000000000000e+00     1.079211414789e-01        2.667738720660e+06      1.223118474990e+03    1.612619838473e+01       1.311020848757e-01        6.422353851600e+01       2.994879402975e+00       6.470024540258e+01  
    1.374000000000e+03   2.322118027474e+02   2.323056646514e+02    0.000000000000e+00     9.386190398382e-02        2.744498249949e+06      1.223121883901e+03    1.603151789333e+01       1.302083382895e-01        6.377146058955e+01       2.994388164533e+00       6.468931909525e+01  
    1.375000000000e+03   2.321708258787e+02   2.322523838305e+02    0.000000000000e+00     8.155795182163e-02        2.822188080824e+06      1.223125334127e+03    1.593632440115e+01       1.292905006398e-01        6.330826831669e+01       2.993874285632e+00       6.467790380240e+01  
    1.376000000000e+03   2.321283045202e+02   2.328510585472e+02    6.519555374668e-01     7.079848948880e-02        2.235701842076e+06      1.223099288117e+03    1.672082866641e+01       1.283535646452e-01        6.283640425294e+01       2.993340473144e+00       6.466605824719e+01  
    1.377000000000e+03   2.321758926484e+02   2.327977777263e+02    0.000000000000e+00     6.218850778525e-01        2.266452223582e+06      1.223100653749e+03    1.668995987865e+01       1.289920117291e-01        6.326265227816e+01       2.993816664290e+00       6.467931529777e+01  
    1.378000000000e+03   2.322056639495e+02   2.327444969054e+02    0.000000000000e+00     5.388329559134e-01        2.306645524750e+06      1.223102438745e+03    1.664603617774e+01       1.296491492962e-01        6.359220123811e+01       2.994208577006e+00       6.468760895543e+01  
    1.379000000000e+03   2.322221754118e+02   2.326912160846e+02    0.000000000000e+00     4.690406727878e-01        2.353866537674e+06      1.223104535842e+03    1.659248027979e+01       1.301015706566e-01        6.381511907700e+01       2.994431065778e+00       6.469220870117e+01  
    1.380000000000e+03   2.322283469115e+02   2.326379352638e+02    0.000000000000e+00     4.095883522875e-01        2.406567734626e+06      1.223106876317e+03    1.653150423085e+01       1.303604388324e-01        6.393781626628e+01       2.994521348749e+00       6.469392795104e+01  
    1.381000000000e+03   2.322262044318e+02   2.325846544429e+02    0.000000000000e+00     3.584500111307e-01        2.463675338631e+06      1.223109412481e+03    1.646466512058e+01       1.304458898077e-01        6.397155478676e+01       2.994505256140e+00       6.469333110131e+01  
    1.382000000000e+03   2.322172222498e+02   2.325313736221e+02    0.000000000000e+00     3.141513722959e-01        2.524407984277e+06      1.223112109634e+03    1.639311041046e+01       1.303796300164e-01        6.392821532485e+01       2.994401587694e+00       6.469082885452e+01  
    1.383000000000e+03   2.322025135687e+02   2.324780928012e+02    0.000000000000e+00     2.755792324964e-01        2.588175675826e+06      1.223114941574e+03    1.631771472345e+01       1.301821441848e-01        6.381881133575e+01       2.994224546757e+00       6.468673132567e+01  
    1.384000000000e+03   2.321829449302e+02   2.327507897491e+02    3.259777687334e-01     2.418670501455e-01        2.322021819697e+06      1.223103121610e+03    1.658440225079e+01       1.298717849631e-01        6.365306508759e+01       2.993985194311e+00       6.468127991499e+01  
    1.385000000000e+03   2.322076261949e+02   2.326975089283e+02    0.000000000000e+00     4.898827333685e-01        2.364912837028e+06      1.223105026412e+03    1.653099457482e+01       1.300376381540e-01        6.376016731280e+01       2.994246068629e+00       6.468815559567e+01  
    1.386000000000e+03   2.322196499073e+02   2.326442281074e+02    0.000000000000e+00     4.245782001540e-01        2.414512358289e+06      1.223107229140e+03    1.646980861959e+01       1.301307038123e-01        6.379938019242e+01       2.994412115122e+00       6.469150514879e+01  
    1.387000000000e+03   2.322219119599e+02   2.325909472866e+02    0.000000000000e+00     3.690353267267e-01        2.469285560331e+06      1.223109661632e+03    1.640264340410e+01       1.300807909944e-01        6.376580941083e+01       2.994453157293e+00       6.469213530901e+01  
    1.388000000000e+03   2.322163368515e+02   2.325376664657e+02    0.000000000000e+00     3.213296142207e-01        2.528212458834e+06      1.223112278591e+03    1.633073540513e+01       1.298971694960e-01        6.366456954465e+01       2.994393766655e+00       6.469058220120e+01  
